,Timestamp,Age,Gender,City,Position,YOE,Level,Salary,SOYA,Language
1705,22/12/2019 00:12:10,33.0,Male,Berlin,Fullstack Developer,10,Senior,89000.0,83000.0,English
1706,22/12/2019 13:00:48,32.0,Female,Stuttgart,Manager,3,Middle,51000.0,42000.0,English
1707,22/12/2019 13:11:06,27.0,Male,Berlin,Backend Developer,8,Senior,82000.0,65000.0,English
1709,22/12/2019 22:43:09,32.0,Male,Berlin,Data Scientist,10,Senior,110000.0,102000.0,English
1710,23/12/2019 12:04:48,26.0,Male,Kyiv,Mobile Developer,5,Senior,34000.0,29500.0,English
1714,25/12/2019 01:26:40,44.0,Male,Munich,DevOps,22,Senior,101000.0,99000.0,English
1715,25/12/2019 08:06:18,28.0,Male,Moscow,Fullstack Developer,6,Lead,27977.0,22730.0,Russian
1717,25/12/2019 15:32:10,25.0,Male,Amsterdam,Backend Developer,6,Senior,75000.0,60000.0,English
1718,25/12/2019 18:04:05,33.0,Male,Rotterdam,QA,11,Senior,70000.0,59000.0,English
1719,25/12/2019 19:29:08,30.0,Male,Minsk,QA,9,Senior,50000.0,42000.0,Russian
1720,25/12/2019 23:02:59,37.0,Male,Frankfurt,Embedded Developer,2,Junior,45000.0,42000.0,English
1722,26/12/2019 16:13:48,31.0,Male,Hamburg,Backend Developer,11,Middle,65000.0,58000.0,Deutsch
1728,28/12/2019 22:31:55,36.0,Male,Munich,DevOps,4,Middle,60000.0,60000.0,English
1730,29/12/2019 01:56:56,33.0,Male,Amsterdam,Researcher,8,Middle,50000.0,50000.0,English
1731,29/12/2019 16:04:33,44.0,Female,Munich,SAP Consultant,6,Middle,68000.0,68000.0,Deutsch
1732,30/12/2019 08:48:42,35.0,Male,Nuremberg,Fullstack Developer,9,Middle,66000.0,53000.0,Deutsch
1734,31/12/2019 19:58:17,36.0,Male,Berlin,Mobile Developer,14,Senior,83000.0,83000.0,English
1736,02/01/2020 08:48:00,34.0,Male,Cologne,Desktop,13,Senior,70000.0,57000.0,English
1740,03/01/2020 11:40:59,37.0,Male,Utrecht,Product manager,17,Middle,71000.0,71000.0,English
1743,04/01/2020 14:45:55,28.0,Male,Moscow,Frontend Developer,5,Lead,54000.0,33600.0,Russian
1744,04/01/2020 15:50:54,27.0,Male,Berlin,Data Scientist,5,Senior,73300.0,67100.0,English
1745,04/01/2020 16:02:23,30.0,Male,Amsterdam,Data Engineer,14,Senior,100000.0,85000.0,English
1748,06/01/2020 12:53:12,41.0,Male,Kiev,Backend Developer,19,Senior,45000.0,39000.0,Russian
1750,07/01/2020 09:23:01,30.0,Male,Amsterdam,Backend Developer,10,Senior,71000.0,64000.0,English
1751,07/01/2020 10:08:18,28.0,Male,Amsterdam,Security Engineer,7,Senior,72000.0,67000.0,English
1752,07/01/2020 16:52:43,42.0,Male,Munich,Manager,9,Senior,68000.0,67000.0,English
1753,08/01/2020 11:18:41,33.0,Male,Berlin,Software Architect,15,Senior,100000.0,93000.0,English
1755,24/11/2020 11:14:15,26.0,Male,Munich,Software Engineer,5,Senior,80000.0,75000.0,English
1756,24/11/2020 11:14:16,26.0,Male,Berlin,Backend Developer,7,Senior,80000.0,82000.0,English
1757,24/11/2020 11:14:21,29.0,Male,Berlin,Software Engineer,12,Lead,120000.0,100000.0,English
1759,24/11/2020 11:15:46,37.0,Male,Berlin,Backend Developer,17,Senior,62000.0,62000.0,English
1760,24/11/2020 11:15:53,32.0,Male,Berlin,DevOps,5,Senior,76000.0,76000.0,English
1762,24/11/2020 11:16:44,24.0,Male,Berlin,Frontend Developer,5,Senior,65000.0,65000.0,English
1763,24/11/2020 11:17:24,29.0,Male,Berlin,Backend Developer,8,Senior,56000.0,55000.0,English
1764,24/11/2020 11:17:50,35.0,Male,Berlin,Software Engineer,15,Lead,95000.0,90000.0,English
1765,24/11/2020 11:18:06,32.0,Female,Hamburg,Data Engineer,2,Junior,52500.0,52500.0,German
1769,24/11/2020 11:18:40,28.0,Male,Berlin,Designer (UI/UX),11,Senior,75000.0,66000.0,English
1770,24/11/2020 11:18:41,31.0,Male,Wolfsburg,Backend Developer,5,Senior,75000.0,75000.0,English
1771,24/11/2020 11:18:52,29.0,Male,Hamburg,Backend Developer,7,Middle,60350.0,58000.0,English
1772,24/11/2020 11:19:10,41.0,Male,Berlin,Product Manager,18,Senior,78000.0,100000.0,English
1773,24/11/2020 11:20:03,27.0,Male,Berlin,Backend Developer,8,Senior,60000.0,55000.0,English
1774,24/11/2020 11:20:49,34.0,Male,Berlin,Mobile Developer,11,Lead,80000.0,75000.0,English
1775,24/11/2020 11:21:10,34.0,Male,Berlin,DevOps,13,Senior,103000.0,90000.0,English
1776,24/11/2020 11:21:18,34.0,Male,Berlin,Software Architect,15,Lead,100000.0,92000.0,English
1778,24/11/2020 11:23:11,59.0,Male,Berlin,Backend Developer,30,Senior,69000.0,69000.0,German
1779,24/11/2020 11:23:53,36.0,Male,Berlin,Software Engineer,17,Lead,70000.0,65000.0,English
1780,24/11/2020 11:25:03,38.0,Male,Berlin,Team Lead,18,Lead,80000.0,80000.0,English
1781,24/11/2020 11:25:20,24.0,Male,Berlin,DevOps,6,Senior,75000.0,63000.0,English
1782,24/11/2020 11:25:32,37.0,Male,Berlin,Test manager,6,Middle,47400.0,44000.0,German
1785,24/11/2020 11:26:59,29.0,Male,Berlin,Software Engineer,6,Lead,85000.0,78000.0,English
1788,24/11/2020 11:27:49,39.0,Male,Berlin,Software Engineer,8,Senior,80000.0,80000.0,English
1790,24/11/2020 11:28:14,33.0,Male,Berlin,Data Scientist,5,Lead,150000.0,81000.0,English
1791,24/11/2020 11:28:58,28.0,Female,Berlin,Designer (UI/UX),7,Middle,45000.0,37000.0,German
1792,24/11/2020 11:29:18,30.0,Male,Berlin,Software Engineer,8,Senior,80000.0,72000.0,English
1793,24/11/2020 11:29:38,28.0,Male,Berlin,Backend Developer,5,Senior,75000.0,58000.0,English
1794,24/11/2020 11:29:55,38.0,Male,Berlin,DevOps,10,Senior,70000.0,65000.0,English
1795,24/11/2020 11:30:00,29.0,Male,Berlin,Frontend Developer,7,Senior,72000.0,63000.0,English
1796,24/11/2020 11:30:11,49.0,Male,Berlin,Software Engineer,15,Senior,67000.0,66000.0,German
1797,24/11/2020 11:30:21,32.0,Male,Berlin,Frontend Developer,10,Senior,105000.0,80000.0,English
1798,24/11/2020 11:30:38,33.0,Female,Berlin,Software Engineer,12,Senior,88000.0,96000.0,English
1799,24/11/2020 11:30:45,30.0,Male,Berlin,Software Engineer,6,Senior,74000.0,54000.0,English
1800,24/11/2020 11:31:01,48.0,Male,Berlin,Software Engineer,25,Senior,75000.0,75000.0,English
1802,24/11/2020 11:31:45,32.0,Male,Berlin,Backend Developer,3,Middle,77000.0,62000.0,English
1803,24/11/2020 11:31:50,38.0,Female,Berlin,Backend Developer,12,Senior,70000.0,63000.0,English
1804,24/11/2020 11:31:51,31.0,Male,Berlin,Software Engineer,7,Lead,76000.0,69000.0,English
1805,24/11/2020 11:32:11,35.0,Male,Berlin,Backend Developer,10,Senior,75000.0,72000.0,English
1806,24/11/2020 11:32:24,28.0,Female,Berlin,Designer (UI/UX),7,Middle,45000.0,37000.0,German
1807,24/11/2020 11:32:28,29.0,Female,Berlin,QA Engineer,8,Senior,60000.0,52000.0,English
1808,24/11/2020 11:32:48,32.0,Male,Berlin,Backend Developer,8,Senior,65000.0,60000.0,English
1809,24/11/2020 11:32:57,44.0,Male,Berlin,Backend Developer,12,Senior,68000.0,68000.0,English
1811,24/11/2020 11:33:33,35.0,Male,Munich,Software Engineer,11,Senior,65000.0,65000.0,German
1813,24/11/2020 11:33:46,29.0,Male,Berlin,Software Engineer,5,Senior,75000.0,58000.0,English
1814,24/11/2020 11:33:51,66.0,Male,Munich,Software Engineer,40,Lead,70000.0,50000.0,German
1815,24/11/2020 11:35:25,39.0,Female,Berlin,Software Engineer,10,Senior,70500.0,68000.0,German
1816,24/11/2020 11:36:44,28.0,Male,Munich,Backend Developer,5,Senior,72000.0,56000.0,English
1817,24/11/2020 11:37:39,34.0,Male,Munich,Frontend Developer,5,Senior,73500.0,70000.0,English
1818,24/11/2020 11:37:52,34.0,Male,Munich,Software Engineer,13,Lead,72000.0,60000.0,English
1819,24/11/2020 11:38:10,32.0,Male,Munich,Frontend Developer,7,Senior,62000.0,60000.0,German
1821,24/11/2020 11:38:15,32.0,Male,Berlin,Data Scientist,10,Head,110000.0,85000.0,English
1822,24/11/2020 11:38:22,45.0,Male,Schleswig-Holstein,Software Engineer,26,Senior,93000.0,93000.0,German
1824,24/11/2020 11:40:04,28.0,Male,Berlin,Software Engineer,3,Middle,55000.0,42000.0,English
1825,24/11/2020 11:40:05,29.0,Male,Konstanz area,Mobile Developer,6,Middle,53000.0,53000.0,English
1826,24/11/2020 11:40:24,36.0,Male,Munich,Backend Developer,15,Senior,55000.0,55000.0,English
1827,24/11/2020 11:40:42,39.0,Male,Berlin,Software Engineer,10,Senior,75000.0,65000.0,German
1828,24/11/2020 11:40:45,29.0,Male,Munich,Software Engineer,7,Senior,80000.0,72000.0,English
1829,24/11/2020 11:42:49,31.0,Male,Berlin,Engineering Manager,11,Lead,80000.0,79000.0,English
1831,24/11/2020 11:43:34,30.0,Male,Munich,DevOps,8,Middle,70200.0,63000.0,English
1833,24/11/2020 11:44:00,27.0,Male,Berlin,Software Engineer,5,Senior,78000.0,70000.0,English
1834,24/11/2020 11:44:02,26.0,Female,Munich,Data Scientist,6,Middle,60000.0,60000.0,English
1835,24/11/2020 11:44:10,26.0,Male,Berlin,Software Engineer,8,Lead,85000.0,75000.0,English
1836,24/11/2020 11:44:18,31.0,Female,Berlin,Analytics engineer,6,Middle,60000.0,50000.0,English
1837,24/11/2020 11:44:34,30.0,Male,Berlin,Software Engineer,10,Senior,72000.0,70000.0,English
1838,24/11/2020 11:44:51,38.0,Male,Berlin,Localization producer,17,Middle,68500.0,62400.0,English
1839,24/11/2020 11:44:59,43.0,Male,Berlin,Mobile Developer,5,Senior,72000.0,68000.0,English
1840,24/11/2020 11:45:28,33.0,Male,Berlin,Software Engineer,5,Middle,65000.0,65000.0,English
1842,24/11/2020 11:46:15,32.0,Female,Berlin,QA Engineer,10,Senior,61000.0,55000.0,English
1843,24/11/2020 11:46:16,24.0,Male,Berlin,Data Scientist,4,Senior,73000.0,50000.0,English
1844,24/11/2020 11:46:21,29.0,Male,Berlin,DevOps,7,Lead,78000.0,70000.0,English
1845,24/11/2020 11:46:42,29.0,Male,Berlin,Data Scientist,4,Senior,81000.0,72000.0,English
1846,24/11/2020 11:46:48,30.0,Male,Munich,Hardware Engineer,5,Senior,75000.0,73000.0,English
1847,24/11/2020 11:48:46,35.0,Female,Berlin,Reporting Engineer,3,Middle,55000.0,45000.0,German
1851,24/11/2020 11:50:04,28.0,Male,Berlin,Software Engineer,8,Lead,80000.0,72000.0,English
1852,24/11/2020 11:50:47,31.0,Female,Munich,agile master ,14,Middle,80000.0,80000.0,German
1853,24/11/2020 11:50:51,32.0,Male,Munich,Software Engineer,7,Senior,60000.0,60000.0,English
1854,24/11/2020 11:50:52,30.0,Male,Berlin,Backend Developer,8,Senior,80000.0,60000.0,English
1855,24/11/2020 11:50:56,26.0,Male,Munich,Backend Developer,7,Senior,78000.0,61000.0,English
1856,24/11/2020 11:51:35,31.0,Male,Munich,Software Engineer,10,Senior,68000.0,68000.0,English
1857,24/11/2020 11:52:49,38.0,Female,Munich,QA Engineer,6,Middle,62000.0,62000.0,English
1858,24/11/2020 11:53:56,37.0,Male,Berlin,Software Engineer,10,Senior,55000.0,55000.0,English
1859,24/11/2020 11:54:06,25.0,Male,Munich,Software Engineer,3,Middle,62000.0,55000.0,English
1860,24/11/2020 11:54:18,36.0,Male,Berlin,Frontend Developer,12,Senior,72000.0,72000.0,English
1861,24/11/2020 11:54:32,27.0,Male,Munich,QA Engineer,5,Senior,58000.0,58000.0,English
1862,24/11/2020 11:55:06,35.0,Male,Frankfurt,ML Engineer,12,Senior,120000.0,90000.0,English
1863,24/11/2020 11:55:07,37.0,Male,Munich,Software Engineer,15,Senior,75000.0,72500.0,German
1864,24/11/2020 11:55:33,26.0,Male,Munich,Data Scientist,3,Middle,65000.0,52000.0,English
1865,24/11/2020 11:55:57,33.0,Male,Frankfurt,Solution Architect,6,Middle,85000.0,78000.0,English
1867,24/11/2020 11:56:05,33.0,Male,Berlin,Backend Developer,12,Lead,65000.0,60000.0,English
1870,24/11/2020 11:56:56,24.0,Male,Munich,Software Engineer,5,Middle,79000.0,77000.0,English
1871,24/11/2020 11:57:37,28.0,Female,Munich,QA Engineer,6,Middle,65000.0,42000.0,English
1872,24/11/2020 11:57:53,30.0,Female,Berlin,Software Engineer,8,Senior,75000.0,65000.0,English
1874,24/11/2020 11:58:24,31.0,Male,Munich,Backend Developer,11,Senior,80000.0,80000.0,English
1875,24/11/2020 11:59:14,28.0,Male,Munich,Mobile Developer,5,Senior,57000.0,70000.0,English
1877,24/11/2020 11:59:33,28.0,Male,Berlin,Software Engineer,6,Senior,65000.0,60000.0,English
1879,24/11/2020 12:00:01,33.0,Male,Berlin,Mobile Developer,6,Middle,63000.0,60000.0,English
1880,24/11/2020 12:00:20,41.0,Male,Munich,Product Manager,18,Middle,72000.0,60000.0,English
1884,24/11/2020 12:02:04,37.0,Male,Munich,Backend Developer,12,Senior,62000.0,60000.0,English
1885,24/11/2020 12:04:10,30.0,Male,Berlin,Software Engineer,10,Lead,78000.0,75000.0,English
1888,24/11/2020 12:06:41,36.0,Male,Berlin,Backend Developer,19,Senior,69000.0,69000.0,English
1889,24/11/2020 12:06:58,40.0,Male,Berlin,Frontend Developer,7,Middle,54000.0,54000.0,English
1890,24/11/2020 12:07:16,37.0,Male,Berlin,Product Manager,6,Middle,62000.0,58000.0,German
1891,24/11/2020 12:07:26,35.0,Male,Munich,Software Engineer,13,Senior,80000.0,77000.0,English
1892,24/11/2020 12:07:43,42.0,Male,Berlin,Software Engineer,20,Senior,80000.0,72000.0,German
1893,24/11/2020 12:07:44,34.0,Male,Berlin,QA Engineer,10,Senior,75000.0,65000.0,English
1894,24/11/2020 12:07:47,30.0,Male,Berlin,Backend Developer,6,Senior,75000.0,65000.0,English
1896,24/11/2020 12:09:03,34.0,Male,Munich,Cloud Architect,10,Senior,120000.0,70000.0,English
1897,24/11/2020 12:09:06,35.0,Male,Berlin,Designer (UI/UX),10,Senior,70000.0,65000.0,English
1902,24/11/2020 12:10:05,31.0,Female,Munich,QA Engineer,7,Senior,68000.0,58000.0,English
1903,24/11/2020 12:11:42,35.0,Male,Frankfurt,Software Engineer,12,Senior,66000.0,66000.0,German
1905,24/11/2020 12:12:35,25.0,Male,Berlin,Backend Developer,4,Middle,60000.0,60000.0,English
1908,24/11/2020 12:14:23,40.0,Female,Munich,Software Engineer,20,Middle,54000.0,54000.0,German
1909,24/11/2020 12:14:27,36.0,Female,Erlangen,Project Manager,14,Middle,62000.0,36000.0,English
1911,24/11/2020 12:15:30,33.0,Male,Munich,Software Engineer,10,Senior,75000.0,68000.0,English
1912,24/11/2020 12:16:38,38.0,Male,Cologne,Software Engineer,11,Senior,55000.0,55000.0,English
1914,24/11/2020 12:17:15,33.0,Male,Berlin,Software Engineer,7,Senior,62000.0,52000.0,English
1915,24/11/2020 12:17:21,34.0,Male,Vienna,Data Scientist,12,Senior,77500.0,67000.0,English
1918,24/11/2020 12:18:41,32.0,Male,Frankfurt,Network Engineer ,10,Senior,68500.0,68500.0,English
1919,24/11/2020 12:21:10,31.0,Male,Berlin,Frontend Developer,10,Senior,71060.0,67500.0,English
1923,24/11/2020 12:23:47,28.0,Male,Munich,Backend Developer,6,Senior,70000.0,57000.0,English
1924,24/11/2020 12:23:50,46.0,Male,Munich,Agile Coach,4,Senior,82000.0,78000.0,English
1925,24/11/2020 12:26:12,31.0,Male,Berlin,Software Engineer,9,Senior,90000.0,80000.0,English
1928,24/11/2020 12:27:23,40.0,Male,Munich,Mobile Developer,25,Lead,85000.0,72000.0,English
1929,24/11/2020 12:28:08,46.0,Male,Munich,QA Engineer,13,Senior,70000.0,70000.0,German
1930,24/11/2020 12:28:14,33.0,Male,Berlin,Backend Developer,5,Middle,66000.0,61000.0,English
1931,24/11/2020 12:28:23,33.0,Male,Berlin,ML Engineer,10,Middle,62000.0,60000.0,English
1932,24/11/2020 12:28:45,34.0,Male,Berlin,Software Engineer,14,Lead,95000.0,90000.0,English
1933,24/11/2020 12:28:58,36.0,Male,Berlin,Backend Developer,18,Senior,65000.0,60000.0,English
1934,24/11/2020 12:29:35,33.0,Female,Berlin,QA Engineer,8,Senior,50000.0,42000.0,English
1935,24/11/2020 12:30:03,32.0,Male,Berlin,Software Engineer,11,Lead,80000.0,80000.0,English
1936,24/11/2020 12:35:28,46.0,Male,Berlin,Software Engineer,14,Senior,80000.0,63000.0,English
1941,24/11/2020 12:40:25,31.0,Male,Berlin,Data Scientist,10,Lead,115000.0,115000.0,English
1942,24/11/2020 12:41:45,46.0,Male,Munich,Scrum Master,12,Senior,85000.0,88000.0,German
1943,24/11/2020 12:44:38,26.0,Male,Berlin,Mobile Developer,6,Senior,70000.0,65000.0,English
1945,24/11/2020 12:47:46,31.0,Male,Munich,Frontend Developer,12,Lead,85000.0,75000.0,English
1946,24/11/2020 12:48:17,30.0,Female,Berlin,QA Engineer,5,Middle,50000.0,50000.0,German
1947,24/11/2020 12:50:06,35.0,Male,Munich,Software Engineer,13,Lead,140000.0,132000.0,English
1948,24/11/2020 12:51:24,33.0,Male,Berlin,Software Engineer,12,Senior,120000.0,65000.0,English
1949,24/11/2020 12:52:56,36.0,Male,Berlin,Software Engineer,7,Middle,42000.0,42000.0,English and German
1950,24/11/2020 12:54:46,36.0,Male,Munich,Solutions Architect,12,Lead,105000.0,105000.0,English
1952,24/11/2020 12:55:30,38.0,Male,Frankfurt,Data Center Manager,6,Work Center Manager,68000.0,65000.0,English
1954,24/11/2020 12:58:38,32.0,Male,Munich,Fullstack Developer,9,Senior,70000.0,68000.0,English
1955,24/11/2020 12:59:10,29.0,Male,Berlin,Software Engineer,8,Senior,70000.0,70000.0,English
1956,24/11/2020 13:00:56,30.0,Male,Rosenheim,Software Engineer,9,Middle,63000.0,57600.0,German
1957,24/11/2020 13:01:17,35.0,Male,Berlin,ML Engineer,10,Lead,96000.0,80000.0,English
1958,24/11/2020 13:02:04,29.0,Male,Berlin,Software Engineer,7,Senior,64000.0,60000.0,English
1959,24/11/2020 13:05:17,32.0,Female,Berlin,Product Manager,10,Senior,60000.0,54000.0,English
1960,24/11/2020 13:05:30,30.0,Female,Munich,Mobile Developer,10,Senior,65000.0,65000.0,English
1962,24/11/2020 13:07:04,43.0,Male,Berlin,Software Engineer,20,Senior,79000.0,80000.0,English
1963,24/11/2020 13:07:24,38.0,Male,Berlin,Software Engineer,16,Senior,65000.0,65000.0,English
1964,24/11/2020 13:09:38,26.0,Male,Berlin,Software Engineer,5,Middle,63000.0,56500.0,English
1966,24/11/2020 13:11:21,34.0,Male,Munich,Software Engineer,12,Lead,95000.0,85000.0,English
1969,24/11/2020 13:16:52,30.0,Male,Berlin,Mobile Developer,3,Senior,58000.0,52000.0,English
1970,24/11/2020 13:21:22,34.0,Male,Berlin,Data Scientist,5,Middle,65000.0,60000.0,English
1971,24/11/2020 13:23:32,36.0,Female,Berlin,QA Engineer,14,Lead,69000.0,63000.0,English
1973,24/11/2020 13:25:57,45.0,Male,Berlin,Mobile Developer,10,Lead,77000.0,66000.0,English
1976,24/11/2020 13:33:08,32.0,Male,Stuttgart,QA Engineer,9,Senior,60000.0,67000.0,German
1980,24/11/2020 13:37:57,24.0,Male,Boeblingen,C/C++/Java developer,0.8,Junior,48000.0,48000.0,English
1981,24/11/2020 13:40:28,25.0,Male,Stuttgart,Backend Developer,4,Middle,60000.0,50000.0,German
1982,24/11/2020 13:40:53,29.0,Male,Berlin,Mobile Developer,8,Senior,65000.0,52000.0,English
1984,24/11/2020 13:42:43,32.0,Male,Düsseldorf,Software Engineer,11,Senior,60000.0,47000.0,English
1993,24/11/2020 13:58:11,30.0,Male,Munich,Software Engineer,7,Senior,100000.0,97000.0,English
1994,24/11/2020 14:00:19,26.0,Female,Berlin,Software Engineer,6,Senior,65000.0,56000.0,English
1995,24/11/2020 14:01:01,31.0,Female,Stuttgart,Data Scientist,4,Middle,65000.0,62000.0,German
1998,24/11/2020 14:03:07,33.0,Male,Munich,Backend Developer,15,Lead,100000.0,98000.0,English
1999,24/11/2020 14:04:28,26.0,Male,Munich,ML Engineer,1.5,Junior,58000.0,55000.0,German
2000,24/11/2020 14:06:46,30.0,Female,Frankfurt,QA Engineer,6,Senior,70000.0,70000.0,German
2001,24/11/2020 14:07:23,34.0,Male,Berlin,Software Engineer,14,Senior,72000.0,65000.0,English
2002,24/11/2020 14:07:23,37.0,Male,Berlin,Team Lead,12,Head,90000.0,85000.0,English
2004,24/11/2020 14:13:25,28.0,Male,Munich,Network Administrator,9,Senior,61200.0,53300.0,English
2005,24/11/2020 14:14:23,35.0,Male,Stuttgart,Security Manager,14,Senior,80000.0,53000.0,German
2006,24/11/2020 14:17:20,31.0,Male,Berlin,QA Engineer,10,Senior,60000.0,67500.0,English
2008,24/11/2020 14:24:07,39.0,Male,Munich,BI IT Consultant,5,Middle,56000.0,53000.0,German
2009,24/11/2020 14:26:28,31.0,Female,Berlin,Graphic Designer,11,Middle,32000.0,21800.0,English
2010,24/11/2020 14:28:29,39.0,Male,Munich,Software Engineer,12,Lead,108000.0,108000.0,English
2011,24/11/2020 14:28:35,29.0,Male,Munich,Backend Developer,8,Senior,95000.0,74000.0,English
2013,24/11/2020 14:30:08,33.0,Male,Berlin,iOS Developer,10,Middle,67000.0,66000.0,English
2015,24/11/2020 14:31:59,31.0,Male,Berlin,Data Engineer,9,Senior,81000.0,80600.0,English
2017,24/11/2020 14:34:18,37.0,Male,Berlin,Cloud Engineer,15,Senior,72000.0,62000.0,English
2018,24/11/2020 14:34:36,34.0,Male,Munich,Product Manager,7,Middle,72000.0,72000.0,English
2019,24/11/2020 14:34:38,30.0,Male,Ansbach,Software Engineer,4,Junior,42000.0,36000.0,English
2020,24/11/2020 14:37:11,34.0,Male,Munich,Solutions architect,14,Head,95000.0,85000.0,English
2021,24/11/2020 14:37:19,33.0,Male,Berlin,Backend Developer,12,Senior,67000.0,65000.0,English
2022,24/11/2020 14:38:11,43.0,Male,Berlin,Backend Developer,5,Middle,64000.0,63000.0,English
2023,24/11/2020 14:40:25,32.0,Female,Stuttgart,Stuttgart,2,Junior,52000.0,48000.0,English
2024,24/11/2020 14:42:18,34.0,Male,Leipzig,Mobile Developer,14,Senior,60000.0,52000.0,English
2025,24/11/2020 14:47:18,29.0,Male,Berlin,Backend Developer,9,Senior,85000.0,66000.0,English
2026,24/11/2020 14:49:06,37.0,Male,Berlin,Frontend Developer,14,Senior,84000.0,82000.0,English
2027,24/11/2020 14:49:52,41.0,Male,Munich,Senior Program Manager,19,Senior,123600.0,120000.0,English
2028,24/11/2020 14:52:12,33.0,Male,Mannheim,Software Engineer,6,Middle,49000.0,48000.0,English
2029,24/11/2020 14:54:48,33.0,Female,Berlin,QA Engineer,9,Middle,57000.0,54000.0,English
2030,24/11/2020 14:56:33,40.0,Male,Munich,QA Engineer,18,Lead,78000.0,76000.0,German
2031,24/11/2020 14:58:11,38.0,Male,Munich,Backend Developer,12,Senior,70000.0,68000.0,German
2032,24/11/2020 15:03:12,29.0,Male,Munich,Frontend Developer,5,Middle,57000.0,57000.0,English
2034,24/11/2020 15:05:21,39.0,Male,Berlin,Product Manager,10,Lead,120000.0,120000.0,English
2037,24/11/2020 15:08:28,33.0,Female,Munich,QA Engineer,6.5,Senior,58000.0,55000.0,English
2038,24/11/2020 15:09:28,38.0,Male,Munich,ML Engineer,10,Lead,92000.0,85000.0,English
2039,24/11/2020 15:10:18,42.0,Male,Berlin,ML Engineer,20,Senior,80000.0,66000.0,German
2041,24/11/2020 15:17:34,38.0,Male,Hamburg,Software Engineer,12,Senior,73000.0,72000.0,English
2042,24/11/2020 15:17:54,29.0,Male,Berlin,QA Engineer,9,Senior,62000.0,55000.0,English
2043,24/11/2020 15:21:19,30.0,Male,Berlin,Software Engineer,11,Senior,55000.0,55000.0,English
2044,24/11/2020 15:22:10,32.0,Male,Berlin,Software Engineer,9,Lead,90000.0,75000.0,English
2045,24/11/2020 15:27:01,41.0,Male,Munich,Backend Developer,21,Senior,80000.0,78000.0,English
2046,24/11/2020 15:28:50,34.0,Male,Berlin,Security Engineer,10,Senior,85000.0,72000.0,English
2047,24/11/2020 15:31:46,45.0,Male,Berlin,Software Engineer,25,Lead,75000.0,73000.0,German
2048,24/11/2020 15:32:59,34.0,Male,Berlin,DevOps,6,Middle,62000.0,54000.0,German
2050,24/11/2020 15:38:09,32.0,Male,Berlin,Software Engineer,12,Senior,66800.0,65000.0,English
2051,24/11/2020 15:39:13,65.0,Male,Berlin,Software Engineer,25,Senior,55000.0,50000.0,German
2052,24/11/2020 15:41:16,33.0,Male,Munich,Business Analyst,10,Senior,70000.0,70000.0,English
2053,24/11/2020 15:41:45,34.0,Male,Berlin,ML Engineer,12,Senior,90000.0,80000.0,English
2057,24/11/2020 15:59:02,30.0,Male,Berlin,Backend Developer,7,Senior,72000.0,66000.0,English
2059,24/11/2020 16:02:11,35.0,Male,Berlin,Support Engineer,10,Senior,63500.0,60000.0,English
2060,24/11/2020 16:03:27,35.0,Female,Berlin,Frontend Developer,12,Middle,70000.0,70000.0,English
2061,24/11/2020 16:05:55,34.0,Male,Berlin,Frontend Developer,10,Senior,68000.0,68000.0,English
2062,24/11/2020 16:06:53,34.0,Male,Berlin,Software Engineer,12,Lead,78000.0,64000.0,German
2064,24/11/2020 16:15:34,38.0,Male,Berlin,Software Engineer,13,Lead,89570.0,82240.0,English
2065,24/11/2020 16:16:41,34.0,Female,Berlin,Software Engineer,9,Senior,78000.0,65000.0,English
2066,24/11/2020 16:20:42,31.0,Male,Berlin,Mobile Developer,7,Senior,80000.0,72500.0,English
2067,24/11/2020 16:26:30,34.0,Male,Berlin,Backend Developer,15,Senior,70000.0,65000.0,English
2068,24/11/2020 16:34:40,29.0,Female,Munich,Software Engineer,5,Middle,67000.0,65000.0,English
2069,24/11/2020 16:35:30,37.0,Male,Berlin,Software Engineer,15,Senior,85000.0,100000.0,English
2070,24/11/2020 16:42:53,44.0,Male,Stuttgart,Software Engineer,22,Senior,76000.0,76000.0,English
2071,24/11/2020 16:56:17,30.0,Male,Munich,Frontend Developer,9,Middle,66000.0,64000.0,English
2072,24/11/2020 17:01:00,26.0,Male,Frankfurt,Consultant,4,Middle,65000.0,55000.0,German
2074,24/11/2020 17:04:09,46.0,Male,Berlin,Software Engineer,14,Senior,80000.0,63000.0,English
2075,24/11/2020 17:05:17,33.0,Male,Berlin,Software Engineer,14,Senior,68000.0,68000.0,English
2076,24/11/2020 17:08:51,27.0,Male,Tuttlingen,Software Engineer,4,Junior,46000.0,43000.0,German
2077,24/11/2020 17:12:18,38.0,Male,Stuttgart,Software Engineer,15,Senior,56400.0,56400.0,English
2079,24/11/2020 17:24:17,36.0,Female,Berlin,Recruiter,11,Senior,70000.0,55000.0,English
2081,24/11/2020 17:27:43,29.0,Male,Berlin,Software Engineer,12,Senior,75000.0,70000.0,English
2083,24/11/2020 17:29:12,29.0,Male,Bonn,Mobile Developer,5,Middle,55000.0,55000.0,English
2084,24/11/2020 17:29:25,33.0,Male,Hamburg,Software Engineer,10,Senior,75000.0,70000.0,English
2087,24/11/2020 17:31:48,34.0,Male,Berlin,Software Engineer,10,Senior,76000.0,73000.0,English
2088,24/11/2020 17:33:40,31.0,Male,Moscow,Data Scientist,2.5,Lead,20000.0,17000.0,Russian
